,author_average_rating,author_gender,author_name,author_rating_count,book_average_rating,book_title,genre_1,num_ratings,pages,publish_date,score
12029,4.01,male,"Truman Capote
",710702,3.9,"
      Breakfast at Tiffany's
",Classics,188173,142,1958,12958
12076,4.07,male,"Roger Zelazny
",618539,4.22,"
      A Night in the Lonesome October
",Fantasy,5823,280,1993,1170
12077,3.94,male,"Kim Newman
",62372,3.79,"
      Anno Dracula
",Horror,11102,381,1992,1250
12085,3.95,male,"Robert Lynn Asprin
",173970,3.83,"
      Thieves' World
",Fantasy,6869,308,1979,1334
12162,4.17,female,"Colleen McCullough
",379198,4.23,"
      The Thorn Birds
",Historical,289848,692,1977,550
12211,4.03,female,"Susan Elizabeth Phillips
",450835,3.99,"
      Lady Be Good
",Romance,15181,372,1999,1076
12236,3.76,female,"Lorna Landvik
",61838,3.86,"
      Patty Jane's House of Curl
",Romance,9235,304,1995,648
12276,3.71,male,"Harold Schechter
",39184,3.94,"
      Depraved: The Definitive True Story of H.H. Holmes, Whose Grotesque Crimes Shattered Turn-Of-The-Century Chicago
",Historical,1795,418,1994,1390
12282,3.9,female,"Amy Tan
",857187,4.0,"
      The Kitchen God's Wife
",Historical,67107,416,1991,708
12291,3.91,female,"Elizabeth von Arnim
",19051,3.96,"
      The Enchanted April
",Classics,13175,247,1922,711
12323,4.06,male,"Lloyd Alexander
",341852,4.0,"
      The Book of Three
",Fantasy,64271,190,1964,3369
12326,3.71,female,"Mary McCarthy
",18094,3.67,"
      The Group
",Classics,11612,496,1963,780
12353,3.92,male,"Irvine Welsh
",242429,3.58,"
      Ecstasy
",Short Stories,8115,288,1996,1010
12373,3.8,male,"Malcolm Lowry
",21746,3.79,"
      Under the Volcano
",Classics,19798,397,1947,1079
12413,3.52,male,"Gregory Maguire
",836910,3.52,"
      Wicked: The Life and Times of the Wicked Witch of the West
",Fantasy,541908,406,1995,4432
12428,4.05,male,"Garth Nix
",700287,4.17,"
      Sabriel
",Fantasy,160264,491,1995,4669
12432,3.72,female,"Grace Metalious
",10107,3.75,"
      Peyton Place
",Classics,8901,384,1956,1060
12434,3.52,male,"Olaf Olafsson
",2767,3.55,"
      Restoration
",Historical,696,336,1994,978
12447,3.56,female,"Whitney Otto
",6868,3.61,"
      How to Make an American Quilt
",Romance,4579,254,1991,1112
12461,4.14,male,"David Foster Wallace
",256180,4.3,"
      Infinite Jest
",Classics,64658,1088,1996,1477
12466,4.01,male,"Charles Bukowski
",494970,3.99,"
      Post Office
",Classics,78490,208,1971,1542
12471,4.08,male,"H.P. Lovecraft
",446231,4.22,"
      The Call of Cthulhu and Other Weird Stories
",Horror,32130,420,1926,6295
12481,4.19,male,"Ken Kesey
",575470,4.19,"
      One Flew Over the Cuckoo's Nest
",Classics,549460,325,1962,1385
12497,4.01,female,"Elizabeth Gaskell
",244295,3.85,"
      Cranford
",Classics,32859,257,1853,1257
12507,4.23,male,"Steven Erikson
",360913,3.87,"
      Gardens of the Moon
",Fantasy,74935,666,1999,8128
12539,3.69,male,"Melvin Burgess
",30443,3.88,"
      Smack
",Uncategorized,16790,293,1996,2156
12580,3.72,male,"Jacqueline Susann
",57314,3.73,"
      Valley of the Dolls
",Classics,43407,449,1966,2119
12588,3.74,female,"Olivia Goldsmith
",28340,3.89,"
      The First Wives Club
",Romance,19024,480,1992,2149
12601,3.69,male,"William S. Burroughs
",190429,3.45,"
      Naked Lunch
",Classics,66800,289,1959,2864
12609,3.81,female,"Patricia Gaffney
",36784,3.79,"
      The Saving Graces
",Romance,14866,416,1999,2531
12646,3.94,female,"Sharyn McCrumb
",79151,4.08,"
      She Walks These Hills
",Thriller,3745,448,1994,1368
12654,3.95,male,"Tim LaHaye
",545176,3.95,"
      Tribulation Force
",Religious,34578,450,1996,760
12663,4.08,male,"Orson Scott Card
",2383157,3.73,"
      Alvin Journeyman
",Fantasy,14582,381,1995,745
12689,3.94,male,"Kim Newman
",62381,3.79,"
      Anno Dracula
",Horror,11103,381,1992,1580
12699,3.86,male,"Mark Twain
",2161667,3.77,"
      A Connecticut Yankee in King Arthur's Court
",Classics,86640,480,1889,4496
12706,3.92,male,"Robert   Harris
",193520,3.97,"
      Fatherland
",Historical,28649,380,1992,13379
12727,4.39,female,"Francine Rivers
",569541,4.27,"
      The Atonement Child
",Religious,33786,384,1997,1244
12733,4.03,female,"Elizabeth Jane Howard
",21673,4.26,"
      Casting Off
",Historical,2532,626,1995,671
12737,3.77,male,"Phillip Rock
",3067,3.79,"
      The Passing Bells
",Historical,1666,527,1978,675
12747,3.6,male,"Henry Green
",5623,3.56,"
      Loving
",Classics,2995,224,1945,778
12756,3.83,female,"George Eliot
",307649,3.95,"
      Middlemarch
",Classics,122035,912,1871,903
12758,3.94,male,"Anthony Trollope
",94170,4.35,"
      Complete Barchester Chronicles
",Historical,812,19,1857,920
12763,4.08,female,"Lori Wick
",130530,4.24,"
      Sophie's Heart
",Religious,9540,426,1995,2069
12776,3.87,male,"E.M. Forster
",324233,4.01,"
      Maurice
",Classics,22646,256,1971,1097
12795,4.06,female,"Dorothy L. Sayers
",283644,4.03,"
      Clouds of Witness
",Thriller,15470,288,1926,1436
12796,4.04,female,"Laurie R. King
",299555,4.07,"
      The Beekeeper's Apprentice
",Thriller,61348,341,1994,1452
12800,4.01,male,"K.M. Peyton
",8000,4.06,"
      Flambards
",Historical,1620,224,1967,1525
12816,3.87,male,"L.P. Hartley
",14035,3.95,"
      The Go-Between
",Classics,7063,326,1953,1965
12834,3.84,male,"Sebastian Faulks
",119662,4.08,"
      Birdsong
",Historical,61297,483,1993,2791
12839,3.63,male,"Henry James
",301434,3.77,"
      The Portrait of a Lady
",Classics,64654,635,1881,2975
12848,3.88,female,"Anne Rice
",1808474,3.74,"
      Memnoch the Devil
",Horror,71254,354,1995,742
12854,3.91,male,"Sharon Shinn
",127245,4.04,"
      Archangel
",Fantasy,9372,400,1996,874
12861,4.11,male,"John Galsworthy
",30306,4.16,"
      The Forsyte Saga
",Classics,17158,872,1921,7511
12914,4.03,male,"Hermann Hesse
",786232,4.01,"
      Siddhartha
",Classics,485542,152,1922,20995
12951,4.16,female,"Donna Gillespie
",2542,4.21,"
      The Light Bearer
",Historical,1206,1024,1994,493
12955,4.05,female,"Mary  Stewart
",163323,4.38,"
      Mary Stewart's Merlin Trilogy
",Fantasy,4244,928,1978,520
12960,4.13,female,"Daphne du Maurier
",496679,3.85,"
      The House on the Strand
",Historical,8119,329,1969,544
12965,4.05,female,"Anya Seton
",48574,3.92,"
      Devil Water
",Historical,1442,526,1961,562
12996,3.91,female,"Georgette Heyer
",333279,4.06,"
      The Unknown Ajax
",Romance,7017,352,1959,683
13008,4.29,female,"Celeste De Blasis
",3538,4.31,"
      The Proud Breed
",Historical,905,832,1978,782
13022,4.05,female,"Elizabeth Peters
",288694,4.02,"
      Crocodile on the Sandbank
",Thriller,53855,337,1975,851
13027,4.06,female,"Gwen Bristow
",11672,4.09,"
      Celia Garth
",Historical,2879,320,1959,941
13030,3.93,male,"Karleen Koen
",19676,3.98,"
      Now Face to Face
",Historical,2973,703,1995,942
13040,3.98,female,"Roberta Gellis
",16071,4.26,"
      Alinor
",Romance,508,608,1978,1036
13047,4.03,female,"Kathleen E. Woodiwiss
",89241,4.17,"
      Ashes in the Wind
",Romance,8450,664,1979,1082
13048,3.97,female,"Robin McKinley
",317155,4.05,"
      Beauty: A Retelling of the Story of Beauty and the Beast
",Fantasy,64915,256,1978,365
13052,4.16,female,"M.M. Kaye
",63292,3.98,"
      Trade Wind
",Historical,2611,553,1963,1135
13059,4.07,female,"Susan Howatch
",33707,4.08,"
      Penmarric
",Historical,5088,704,1971,1180
13064,4.06,male,"Elizabeth Chandler
",93103,4.08,"
      Kissed by an Angel/The Power of Love/Soulmates
",Romance,24737,698,1995,470
13076,4.2,male,"Winston Graham
",80657,4.11,"
      Ross Poldark
",Historical,19836,455,1945,1333
13080,4.14,male,"Sandra Gulland
",33486,4.1,"
      The Many Lives  Secret Sorrows of Josephine B.
",Historical,14645,448,1995,1380
13097,4.01,female,"Elizabeth Gaskell
",244295,4.13,"
      North and South
",Classics,126004,521,1855,1884
13103,4.03,male,"Boris Pasternak
",74589,4.03,"
      Doctor Zhivago
",Classics,71385,495,1957,2173
13129,3.98,female,"Kathleen Winsor
",16054,3.99,"
      Forever Amber
",Historical,15598,972,1944,3401
13151,4.1,male,"Arthur Golden
",1545091,4.1,"
      Memoirs of a Geisha
",Historical,1544609,503,1997,6602
13173,3.95,female,"Edna Ferber
",13543,4.01,"
      So Big
",Classics,7349,376,1924,449
13212,3.83,male,"Edgar Rice Burroughs
",238914,3.89,"
      Tarzan of the Apes
",Classics,36128,324,1912,1449
13230,3.94,male,"Rudyard Kipling
",334116,3.94,"
      The Jungle Book
",Classics,91486,277,1893,3694
13235,4.18,female,"Laura Ingalls Wilder
",1049306,4.19,"
      On the Banks of Plum Creek
",Classics,84186,358,1937,1129
13237,4.2,female,"L.M. Montgomery
",1396664,4.11,"
      Emily's Quest
",Classics,15516,228,1927,1134
13239,3.84,male,"Thomas Hardy
",541380,3.85,"
      The Return of the Native
",Classics,31665,448,1878,1155
13240,3.88,female,"Annie Proulx
",218894,3.85,"
      The Shipping News
",Contemporary,120513,337,1993,1185
13241,3.92,male,"Johann David Wyss
",91522,3.92,"
      The Swiss Family Robinson
",Classics,90018,496,1812,1250
13243,3.88,male,"Charles Dickens
",2786762,3.98,"
      David Copperfield
",Classics,179665,882,1849,1294
13244,3.93,male,"Evelyn Waugh
",173090,4.0,"
      Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder
",Classics,84721,351,1945,1307
13246,3.66,male,"Chinua Achebe
",269800,3.64,"
      Things Fall Apart
",Classics,244826,209,1958,1426
13247,3.82,female,"Willa Cather
",220436,3.86,"
      O Pioneers!
",Classics,41193,159,1913,1517
13250,4.17,female,"Colleen McCullough
",379198,4.23,"
      The Thorn Birds
",Historical,289868,692,1977,1655
13254,4.06,male,"Wilson Rawls
",316204,4.06,"
      Where the Red Fern Grows
",Classics,304345,272,1961,1816
13261,4.02,female,"Dodie Smith
",108610,4.0,"
      I Capture the Castle
",Classics,73461,343,1948,2217
13262,3.82,male,"Charles Frazier
",233826,3.85,"
      Cold Mountain
",Historical,204663,356,1997,2223
13263,4.21,female,"Catherine Marshall
",62517,4.22,"
      Christy
",Historical,46455,512,1967,2319
13265,3.87,male,"Stella Gibbons
",41619,3.91,"
      Cold Comfort Farm
",Classics,36976,240,1932,2446
13267,3.98,female,"Pearl S. Buck
",269475,3.98,"
      The Good Earth
",Classics,206996,418,1931,3109
13268,4.06,male,"Lewis Carroll
",1123782,4.07,"
      Alice's Adventures in Wonderland  Through the Looking-Glass
",Classics,414486,239,1872,3128
13269,3.86,male,"Natalie Babbitt
",208869,3.87,"
      Tuck Everlasting
",Fantasy,199828,139,1975,3222
13275,3.98,male,"Bram Stoker
",843119,3.99,"
      Dracula
",Classics,791079,433,1897,3826
13279,3.92,male,"John Steinbeck
",3249105,4.36,"
      East of Eden
",Classics,372904,601,1952,4737
13280,4.04,male,"Richard  Adams
",361830,4.07,"
      Watership Down
",Classics,335319,478,1972,4795
13283,4.05,male,"George Orwell
",5117329,3.91,"
      Animal Farm
",Classics,2280927,122,1945,6767
13285,4.32,male,"J.R.R. Tolkien
",7178796,4.26,"
      The Hobbit
",Fantasy,2472118,366,1937,7451
13286,4.29,female,"Margaret Mitchell
",995351,4.29,"
      Gone with the Wind
",Classics,979876,1037,1936,7622
13288,4.04,female,"Louisa May Alcott
",1670755,4.05,"
      Little Women
",Classics,1454755,449,1868,12067
13290,4.13,female,"Frances Hodgson Burnett
",1065671,4.13,"
      The Secret Garden
",Classics,775327,331,1911,15491
13300,4.01,male,"Philip Pullman
",1993050,3.96,"
      The Golden Compass
",Fantasy,1111297,399,1995,797
13303,4.0,male,"Sarah Dessen
",1344547,3.86,"
      Keeping the Moon
",Romance,57569,228,1999,975
13311,4.02,female,"Ellen Raskin
",144640,4.03,"
      The Westing Game
",Thriller,140392,182,1978,1344
13312,3.96,male,"Lemony Snicket
",1763408,3.92,"
      The Bad Beginning
",Young,337300,176,1999,1433
13317,4.25,male,"William Goldman
",729042,4.26,"
      The Princess Bride
",Fantasy,695697,398,1973,2274
13321,4.02,female,"Madeleine L'Engle
",1235503,4.02,"
      A Wrinkle in Time
",Fantasy,833602,211,1962,3300
13323,4.06,female,"S.E. Hinton
",849434,4.08,"
      The Outsiders
",Classics,784671,192,1967,3955
13324,3.95,male,"Sharon Creech
",275324,3.96,"
      Walk Two Moons
",Uncategorized,139804,280,1994,3828
13376,4.03,female,"Sylvia Plath
",624921,3.99,"
      The Bell Jar
",Classics,500750,294,1963,676
13382,3.97,female,"Jodi Picoult
",3291314,3.53,"
      Picture Perfect
",Romance,49134,369,1995,583
13387,4.05,male,"Edward Rutherfurd
",141722,4.07,"
      London
",Historical,23616,1152,1997,282
13388,3.87,male,"E.M. Forster
",324290,3.68,"
      A Passage to India
",Classics,60254,376,1924,239
13390,4.06,female,"Mary Renault
",36527,4.01,"
      The King Must Die
",Historical,6099,352,1958,276
13458,4.23,male,"Tamora Pierce
",1222330,4.33,"
      Wild Magic
",Fantasy,63206,362,1992,614
13468,4.08,female,"Nora Roberts
",3428062,3.9,"
      Carnal Innocence
",Romance,14770,512,1991,234
13471,3.9,female,"Amy Tan
",857388,3.99,"
      The Hundred Secret Senses
",Historical,37839,406,1995,659
13485,4.05,male,"George Orwell
",5120355,3.84,"
      Burmese Days
",Classics,17724,376,1934,693
13487,4.01,male,"Philip Pullman
",1993795,4.12,"
      The Subtle Knife
",Fantasy,304844,326,1997,655
13494,4.25,male,"Mikhail Bulgakov
",272301,4.31,"
      The Master and Margarita
",Classics,193353,373,1967,249
13495,3.83,male,"Ernest Hemingway
",1798763,3.8,"
      A Farewell to Arms
",Classics,230880,293,1929,252
13509,3.88,male,"Vladimir Nabokov
",1004920,3.89,"
      Lolita
",Classics,574475,417,1955,757
13513,4.29,male,"James Clavell
",266001,4.26,"
      Tai-Pan
",Historical,40319,734,1966,955
13517,3.78,male,"Chris Bohjalian
",391926,3.98,"
      Midwives
",Contemporary,143587,384,1997,566
13527,3.99,female,"Agatha Christie
",3126835,4.16,"
      Murder on the Orient Express
",Thriller,280646,322,1934,2901
13555,3.89,male,"Graham Greene
",250166,3.83,"
      Travels with My Aunt
",Classics,9020,254,1969,344
13559,3.72,male,"Bernhard Schlink
",164723,3.74,"
      The Reader
",Historical,154153,216,1995,851
13560,4.07,male,"Nicholas Sparks
",4937873,4.16,"
      A Walk to Remember
",Romance,592219,240,1999,671
13589,4.03,male,"Hermann Hesse
",786564,4.01,"
      Siddhartha
",Classics,485684,152,1922,1887
13616,4.07,male,"Dorothy Allison
",53771,4.1,"
      Bastard Out of Carolina
",Classics,35401,320,1992,900
13619,3.98,female,"Shirley Jackson
",317803,4.02,"
      We Have Always Lived in the Castle
",Horror,78049,146,1962,1226
13656,4.05,female,"Ellis Peters
",144216,3.99,"
      A Morbid Taste for Bones
",Thriller,28197,197,1977,807
13658,4.13,female,"Frances Hodgson Burnett
",1065923,4.13,"
      The Secret Garden
",Classics,775523,368,1911,475
13659,3.91,female,"Georgette Heyer
",333353,4.07,"
      These Old Shades
",Romance,13956,352,1926,2673
13663,3.69,male,"William S. Burroughs
",190499,3.45,"
      Naked Lunch
",Classics,66816,289,1959,826
13664,4.19,female,"Anna Quindlen
",2665496,4.03,"
      One True Thing
",Contemporary,35408,320,1994,1067
13668,3.71,female,"Kate Chopin
",198867,3.64,"
      The Awakening
",Classics,154940,190,1899,490
13676,4.18,female,"Flannery O'Connor
",146453,4.24,"
      A Good Man is Hard to Find and Other Stories
",Short Stories,34443,252,1953,1529
13677,4.06,male,"Kurt Vonnegut
",2204405,4.07,"
      Slaughterhouse-Five
",Classics,993606,275,1969,854
13699,3.79,female,"Rebecca Wells
",543511,3.8,"
      Divine Secrets of the Ya-Ya Sisterhood
",Romance,491659,383,1996,887
13700,4.15,male,"Pat Conroy
",359495,4.15,"
      Beach Music
",Uncategorized,39989,592,1995,612
13701,4.09,male,"Irving Stone
",112407,4.07,"
      The Agony and the Ecstasy
",Historical,71868,776,1958,618
13703,4.04,male,"Leo Tolstoy
",1002253,4.03,"
      Anna Karenina
",Classics,541665,960,1877,1887
13705,4.02,female,"Madeleine L'Engle
",1236637,4.02,"
      A Wrinkle in Time
",Fantasy,834299,211,1962,1969
13720,3.71,male,"Helen Fielding
",996897,3.56,"
      Bridget Jones: The Edge of Reason
",Romance,90497,352,1999,695
13721,3.98,male,"Billie Letts
",255485,4.01,"
      Where the Heart Is
",Romance,220368,376,1995,1247
13733,4.22,male,"Leon Uris
",192787,4.24,"
      Trinity
",Historical,18435,832,1976,715
13742,3.97,male,"Jeffrey Eugenides
",1555682,3.84,"
      The Virgin Suicides
",Contemporary,208261,260,1993,1029
13762,4.04,male,"Italo Calvino
",235090,4.07,"
      If on a Winter's Night a Traveler
",Classics,62916,260,1979,1113
13782,4.09,female,"Anita Diamant
",576985,4.17,"
      The Red Tent
",Historical,474666,336,1997,1537
13788,3.59,male,"Robert Cormier
",73011,3.75,"
      I Am the Cheese
",Uncategorized,13681,233,1977,1190
13809,3.79,male,"David Guterson
",171247,3.83,"
      Snow Falling on Cedars
",Historical,153802,460,1994,1879
13811,3.72,male,"Jack Kerouac
",517396,3.63,"
      On the Road
",Classics,305017,307,1955,1145
13817,4.1,male,"Arthur Golden
",1545447,4.1,"
      Memoirs of a Geisha
",Historical,1544947,434,1997,1922
13820,4.06,male,"Lewis Carroll
",1124454,4.07,"
      Alice's Adventures in Wonderland  Through the Looking-Glass
",Classics,414526,239,1872,6401
13825,4.17,female,"Colleen McCullough
",379240,4.23,"
      The Thorn Birds
",Historical,289878,692,1977,1402
13827,4.11,female,"Jane Austen
",5185498,4.25,"
      Pride and Prejudice
",Classics,2505353,279,1813,1991
13828,3.52,male,"Gregory Maguire
",836995,3.52,"
      Wicked: The Life and Times of the Wicked Witch of the West
",Fantasy,541958,406,1995,2026
13838,3.88,female,"Anne Rice
",1808804,3.99,"
      Interview with the Vampire
",Horror,434119,342,1976,1829
13849,4.25,female,"Betty  Smith
",347566,4.25,"
      A Tree Grows in Brooklyn
",Classics,338567,496,1943,2389
13862,4.04,male,"Richard  Adams
",362315,4.07,"
      Watership Down
",Classics,335882,478,1972,2163
13865,4.01,male,"Ray Bradbury
",1966403,3.95,"
      Something Wicked This Way Comes
",Horror,83023,293,1962,2236
13879,3.96,male,"Joseph Heller
",668549,3.98,"
      Catch-22
",Classics,647824,453,1961,2424
13894,4.19,male,"Ken Kesey
",575611,4.19,"
      One Flew Over the Cuckoo's Nest
",Classics,549557,325,1962,2558
13910,3.66,male,"William Golding
",1888732,3.66,"
      Lord of the Flies
",Classics,1872898,182,1954,3495
13956,3.97,male,"James Patterson
",5330616,4.1,"
      Along Came a Spider
",Thriller,357060,449,1993,339
13961,4.25,male,"William Goldman
",729341,4.12,"
      Marathon Man
",Thriller,18033,236,1974,374
13964,3.84,male,"Thomas Hardy
",541501,3.79,"
      Tess of the D'Urbervilles
",Classics,215083,518,1891,379
13967,3.91,male,"Tom   Savage
",2658,3.97,"
      Valentine
",Horror,668,448,1996,388
13972,3.88,female,"Mary Balogh
",295549,3.96,"
      The Temporary Wife
",Romance,2955,224,1997,819
13973,4.03,male,"Stephen King
",12137861,4.34,"
      The Stand
",Horror,532888,1153,1978,426
13976,4.11,female,"Julie Garwood
",526168,4.06,"
      Prince Charming
",Romance,11647,533,1994,881
13982,3.82,female,"Mary Jo Putney
",83993,3.99,"
      Thunder  Roses
",Romance,4807,382,1993,992
14002,4.03,female,"Lisa Kleypas
",801238,4.21,"
      Dreaming of You
",Romance,29568,400,1994,1100
14009,4.45,female,"J.K. Rowling
",21117318,4.55,"
      Harry Potter and the Prisoner of Azkaban
",Fantasy,2276977,435,1999,542
14015,3.66,male,"Chinua Achebe
",269940,3.64,"
      Things Fall Apart
",Classics,244925,209,1958,567
14025,3.93,female,"Laura Kinsale
",32088,4.1,"
      Flowers from the Storm
",Romance,11979,533,1992,1350
14032,3.88,female,"Teresa Medeiros
",65421,3.91,"
      Charming the Prince
",Romance,5225,342,1999,1516
14036,4.1,male,"Megan Whalen Turner
",143846,3.9,"
      The Thief
",Fantasy,54278,220,1996,680
14040,3.98,female,"Pearl S. Buck
",269571,3.98,"
      The Good Earth
",Classics,207030,418,1931,553
14041,4.03,female,"Kathleen E. Woodiwiss
",89250,4.12,"
      Shanna
",Romance,9526,672,1977,1816
14044,4.25,male,"Mario Puzo
",366910,4.37,"
      The Godfather
",Classics,291555,448,1969,839
14059,4.08,female,"Catherine Anderson
",107541,4.12,"
      Comanche Moon
",Romance,7192,483,1991,2185
14063,3.93,male,"Ira Levin
",173068,3.74,"
      The Stepford Wives
",Horror,24550,144,1972,959
14067,3.89,male,"F. Scott Fitzgerald
",3528773,3.91,"
      The Great Gatsby
",Classics,3204359,180,1925,1237
14068,4.13,female,"Daphne du Maurier
",496835,4.22,"
      Rebecca
",Classics,376283,410,1938,1151
14079,4.05,male,"Garth Nix
",700470,4.17,"
      Sabriel
",Fantasy,160341,491,1995,761
14091,4.05,female,"Mary  Stewart
",163341,4.16,"
      The Last Enchantment
",Fantasy,13363,513,1979,653
14096,3.99,male,"Robert Ludlum
",944267,4.26,"
      The Bourne Trilogy
",Thriller,2744,1408,1991,996
14097,4.04,female,"Laurie R. King
",299651,4.07,"
      The Beekeeper's Apprentice
",Thriller,61367,341,1994,662
14098,4.05,female,"Mary Downing Hahn
",95745,4.1,"
      The Gentleman Outlaw and Me--Eli
",Historical,413,192,1996,663
14106,4.29,female,"Margaret Mitchell
",995488,4.29,"
      Gone with the Wind
",Classics,980022,1037,1936,3927
14121,4.32,male,"J.R.R. Tolkien
",7181836,4.52,"
      The Return of the King
",Fantasy,573829,277,1955,1743
14127,4.08,male,"Lois Lowry
",2300594,4.12,"
      The Giver
",Uncategorized,1489892,204,1993,2236
14128,4.16,male,"Norman Maclean
",30842,4.18,"
      A River Runs Through it and Other Stories
",Short Stories,19749,217,1976,458
14130,3.91,female,"Mavis Gallant
",3824,3.95,"
      Paris Stories
",Short Stories,1179,378,1995,470
14133,3.97,female,"Robin McKinley
",317207,3.77,"
      Rose Daughter
",Fantasy,17699,304,1997,964
14135,3.76,male,"Elmore Leonard
",177866,4.07,"
      The Complete Western Stories of Elmore Leonard
",Westerns,2048,544,1975,484
14144,4.07,female,"Donna Woolfolk Cross
",60727,4.07,"
      Pope Joan
",Historical,60672,422,1996,1027
14147,3.76,female,"Jo Beverley
",59336,3.89,"
      My Lady Notorious
",Romance,2501,371,1993,1044
14163,3.91,female,"Suzanne Enoch
",102634,3.93,"
      Lady Rogue
",Romance,1924,384,1997,1427
14165,3.94,male,"Thomas Mann
",131726,3.88,"
      Death in Venice and Other Tales
",Classics,17995,384,1911,615
14168,4.01,male,"Truman Capote
",711060,4.21,"
      The Complete Stories of Truman Capote
",Short Stories,4703,320,1993,642
14169,4.2,male,"Arthur Conan Doyle
",1623700,4.31,"
      The Adventures of Sherlock Holmes
",Classics,209702,339,1892,648
14171,3.79,female,"Katherine Mansfield
",29614,3.87,"
      The Garden Party and Other Stories
",Short Stories,5711,159,1922,680
14173,4.07,male,"Sherman Alexie
",342113,4.09,"
      The Lone Ranger and Tonto Fistfight in Heaven
",Short Stories,22226,242,1993,683
14175,4.08,male,"O. Henry
",131839,4.32,"
      The Complete Works of O. Henry
",Classics,1805,1692,1937,690
14180,4.02,female,"Charlotte Perkins Gilman
",164497,4.04,"
      The Yellow Wallpaper and Other Stories
",Classics,72625,70,1892,711
14185,3.86,male,"Mark Twain
",2162021,4.28,"
      The Complete Short Stories of Mark Twain
",Classics,5867,848,1957,741
14186,3.84,male,"Sherwood Anderson
",33687,3.84,"
      Winesburg, Ohio
",Classics,27309,240,1919,750
14188,4.05,male,"Nikolai Gogol
",179111,4.12,"
      Diary of a Madman and Other Stories 
",Classics,11304,84,1835,750
14191,4.01,male,"Sherwood Smith
",77595,4.19,"
      Crown Duel
",Fantasy,21412,471,1997,3505
14197,3.88,female,"Annie Proulx
",218932,3.99,"
      Close Range
",Short Stories,13465,285,1999,875
14202,3.95,female,"Angela Carter
",81459,4.0,"
      The Bloody Chamber
",Short Stories,31595,149,1979,1068
14208,3.81,male,"William Trevor
",27847,4.47,"
      The Collected Stories
",Short Stories,1482,1262,1992,1195
14209,3.86,male,"Denis Johnson
",78663,4.14,"
      Jesus' Son
",Short Stories,26282,160,1992,1422
14213,3.97,male,"John Cheever
",41809,4.27,"
      The Stories of John Cheever
",Short Stories,13305,693,1978,1536
14215,4.32,male,"Jorge Luis Borges
",200947,4.59,"
      Collected Fictions
",Short Stories,18329,565,1975,1707
14216,3.89,male,"Franz Kafka
",950823,4.35,"
      The Complete Stories
",Short Stories,21915,486,1946,2500
14217,3.83,male,"J.D. Salinger
",2738053,4.19,"
      Nine Stories
",Short Stories,123690,198,1953,4947
14218,3.74,male,"James Joyce
",364940,3.85,"
      Dubliners
",Classics,103731,207,1914,5289
14219,3.82,female,"Virginia Woolf
",733631,3.79,"
      Mrs. Dalloway
",Classics,190343,194,1921,846
14227,4.11,male,"Forrest Carter
",15180,4.1,"
      The Education of Little Tree
",Historical,13069,228,1976,1165
14229,3.7,male,"James Fenimore Cooper
",105348,3.68,"
      The Deerslayer
",Classics,11948,576,1841,649
14232,4.04,male,"Tony Hillerman
",153621,4.02,"
      Sacred Clowns
",Thriller,7001,320,1992,901
14234,4.11,male,"W. Michael Gear
",55973,3.96,"
      People of the Fire
",Historical,8406,467,1991,527
14237,4.11,male,"Kathleen O'Neal Gear
",54598,4.22,"
      People of the Lightning
",Historical,1683,608,1995,537
14243,3.8,male,"Scott O'Dell
",288130,3.45,"
      Zia
",Historical,3819,208,1976,671
14247,3.75,male,"Oliver La Farge
",3362,3.73,"
      Laughing Boy: A Navajo Love Story
",Historical,2883,193,1929,673
14252,4.02,female,"Linda Hogan
",5918,4.09,"
      Solar Storms
",Historical,1618,352,1994,810
14309,3.94,male,"James Welch
",10117,3.86,"
      Winter in the Blood
",Uncategorized,2316,177,1974,1099
14311,4.21,female,"Anna Lee Waldo
",15591,4.24,"
      Sacajawea
",Historical,14640,1424,1978,1169
14331,3.98,female,"Velma Wallis
",7295,3.98,"
      Two Old Women: An Alaskan Legend of Betrayal, Courage and Survival
",Historical,6637,140,1993,1430
14345,3.96,female,"Susan Power
",2901,3.96,"
      The Grass Dancer
",Historical,2322,352,1994,1550
14373,3.95,male,"Thomas Berger
",13879,4.24,"
      Little Big Man
",Historical,6143,422,1964,1923
14374,3.96,female,"Anna Sewell
",220965,3.95,"
      Black Beauty
",Classics,211854,245,1877,618
14388,4.02,male,"Peter Straub
",384034,3.95,"
      Ghost Story
",Horror,62039,567,1979,286
14395,3.95,male,"Sharon Creech
",275417,3.96,"
      Walk Two Moons
",Uncategorized,139824,280,1994,2036
14425,3.76,male,"N. Scott Momaday
",10145,3.68,"
      House Made of Dawn
",Classics,5814,198,1968,2699
14432,3.98,male,"Hugh Lofting
",61570,3.99,"
      The Voyages of Doctor Dolittle
",Fantasy,14327,400,1922,621
14451,3.9,male,"John Bellairs
",33078,3.82,"
      The House with a Clock in Its Walls
",Fantasy,12466,179,1973,386
14459,4.06,female,"S.E. Hinton
",849756,4.08,"
      The Outsiders
",Classics,784944,192,1967,1337
14463,3.83,male,"Jay Anson
",94280,3.84,"
      The Amityville Horror
",Horror,93432,315,1977,457
14480,3.69,female,"Joyce Carol Oates
",342273,4.06,"
      American Gothic Tales
",Horror,1056,544,1996,562
14497,3.92,male,"Dean Koontz
",2168887,3.72,"
      Tick Tock
",Horror,29331,352,1996,658
