,author_average_rating,author_gender,author_name,book_average_rating,book_title,genre_1,pages,publish_date,score
380,3.9,male,"Charlie Huston
",3.79,"
      Already Dead
",Fantasy,268,2005,4305
381,3.7,male,"Whitley Strieber
",3.75,"
      The Hunger
",Horror,384,1980,4426
382,4.01,female,"Karen Chance
",4.0,"
      Midnight's Daughter
",Fantasy,373,2008,4792
383,4.02,female,"Molly Harper
",3.91,"
      Nice Girls Don't Have Fangs
",Horror,355,2009,4969
384,4.07,female,"Keri Arthur
",3.89,"
      Full Moon Rising
",Fantasy,372,2006,5148
385,4.13,female,"Kerrelyn Sparks
",3.86,"
      How to Marry a Millionaire Vampire
",Horror,371,2005,6619
386,3.94,male,"Kim Newman
",3.79,"
      Anno Dracula
",Horror,381,1992,7579
387,4.15,male,"Terry Pratchett
",4.14,"
      Carpe Jugulum
",Fantasy,296,1998,7807
388,4.12,female,"Lynsay Sands
",3.91,"
      A Quick Bite
",Horror,360,2005,7995
389,4.01,male,"Sergei Lukyanenko
",3.98,"
      Night Watch
",Fantasy,455,1998,8690
390,3.88,female,"Anne Rice
",3.75,"
      Pandora
",Horror,383,1998,9374
391,4.08,male,"Brian Lumley
",3.99,"
      Necroscope
",Horror,383,1986,9907
392,4.37,male,"George R.R. Martin
",3.85,"
      Fevre Dream
",Fantasy,334,1982,11306
394,4.11,female,"Chloe Neill
",4.0,"
      Some Girls Bite
",Fantasy,341,2009,11706
395,3.8,female,"MaryJanice Davidson
",3.82,"
      Undead and Unwed
",Horror,255,2004,12473
397,4.25,female,"Karen Marie Moning
",4.12,"
      Darkfever
",Fantasy,309,2006,14017
398,3.91,male,"Poppy Z. Brite
",3.9,"
      Lost Souls
",Horror,355,1992,14597
399,4.04,male,"Deborah Harkness
",3.99,"
      A Discovery of Witches
",Fantasy,579,nan,14789
400,4.22,female,"Kim Harrison
",4.04,"
      Dead Witch Walking
",Fantasy,416,2004,15089
401,4.17,female,"Lara Adrian
",3.93,"
      Kiss of Midnight
",Romance,402,2007,16266
402,4.26,female,"Patricia Briggs
",4.18,"
      Moon Called
",Fantasy,288,2006,17039
403,3.84,male,"J. Sheridan Le Fanu
",3.84,"
      Carmilla
",Horror,108,1872,20432
404,3.97,female,"Robin McKinley
",3.85,"
      Sunshine
",Horror,405,2003,25435
405,3.94,female,"Charlaine Harris
",3.96,"
      Dead Until Dark
",Fantasy,292,2001,35268
406,3.93,male,"John Ajvide Lindqvist
",4.07,"
      Let the Right One In
",Horror,513,2004,37224
407,3.98,male,"Bram Stoker
",3.99,"
      Dracula
",Classics,488,1897,84252
409,3.98,female,"Laurie Halse Anderson
",4.1,"
      Chains
",Historical,316,2008,2125
410,3.9,male,"Louise Erdrich
",3.76,"
      The Plague of Doves
",Uncategorized,313,2008,2181
411,4.26,male,"Kristin Hannah
",4.06,"
      Firefly Lane
",Uncategorized,479,2008,2187
413,4.03,female,"Naomi Novik
",4.03,"
      Victory of Eagles
",Fantasy,352,2008,2466
414,3.68,male,"Daniel Waters
",3.6,"
      Generation Dead
",Young,392,2008,2517
415,3.81,female,"Kate Atkinson
",3.97,"
      When Will There Be Good News?
",Uncategorized,400,2008,2520
417,3.78,male,"Chris Bohjalian
",4.0,"
      Skeletons at the Feast
",Historical,372,2008,2648
422,4.0,male,"Jeffery Deaver
",4.08,"
      The Broken Window
",Thriller,414,2008,3159
423,3.64,female,"Lauren Weisberger
",3.33,"
      Chasing Harry Winston
",Romance,288,2008,3364
425,3.99,female,"Alison Weir
",3.97,"
      The Lady Elizabeth
",Historical,483,2008,3619
427,3.83,male,"Chuck Palahniuk
",3.19,"
      Snuff
",Uncategorized,208,2008,3750
429,3.68,male,"Nancy Werlin
",3.64,"
      Impossible
",Young,376,2008,3819
430,3.88,female,"Toni Morrison
",3.67,"
      A Mercy
",Uncategorized,167,2008,3826
431,3.74,male,"Kathleen Kent
",3.77,"
      The Heretic's Daughter
",Historical,332,2008,3914
432,4.16,male,"Daniel Grandbois
",3.87,"
      Unlucky Lucky Days
",Uncategorized,128,2008,3980
433,3.69,male,"Elizabeth C. Bunce
",3.57,"
      A Curse Dark as Gold
",Fantasy,396,2008,4044
434,3.87,male,"Alexander McCall Smith
",4.09,"
      The Miracle at Speedy Motors
",Thriller,214,2008,4158
435,3.99,male,"Harlan Coben
",3.94,"
      Hold Tight
",Thriller,416,2008,4463
436,3.69,female,"Jennifer Weiner
",3.72,"
      Certain Girls
",Romance,386,2008,4672
439,3.53,female,"Curtis Sittenfeld
",3.73,"
      American Wife
",Uncategorized,555,2008,5262
440,3.87,female,"Tana French
",4.06,"
      The Likeness
",Thriller,466,2008,5301
441,3.4,male,"Joseph O'Neill
",3.41,"
      Netherland
",Uncategorized,269,2008,5349
443,3.92,female,"Hillary Jordan
",4.02,"
      Mudbound
",Historical,328,2008,6380
444,4.27,male,"Jim Butcher
",4.44,"
      Small Favor
",Fantasy,420,2008,7023
445,3.78,female,"Emily Giffin
",3.71,"
      Love the One You're With
",Romance,342,2008,7276
446,3.61,female,"Lauren Groff
",3.6,"
      The Monsters of Templeton
",Uncategorized,384,2008,8125
447,3.97,male,"Wally Lamb
",3.81,"
      The Hour I First Believed
",Uncategorized,740,2007,8638
448,3.68,female,"Elizabeth Strout
",3.81,"
      Olive Kitteridge
",Uncategorized,270,2008,8741
449,4.23,male,"Brandon Mull
",4.27,"
      Grip of the Shadow Plague
",Fantasy,477,2008,9360
450,3.79,female,"Marisa de los Santos
",3.85,"
      Belong to Me
",Contemporary,400,2008,9715
453,4.28,male,"David Benioff
",4.29,"
      City of Thieves
",Historical,258,2008,10951
456,4.07,male,"John Green
",3.85,"
      Paper Towns
",Young,305,2008,20985
457,3.93,female,"Geraldine Brooks
",4.02,"
      People of the Book
",Historical,372,2008,23548
458,4.01,female,"Jhumpa Lahiri
",4.12,"
      Unaccustomed Earth
",Uncategorized,352,by,25808
460,4.32,male,"Rick Riordan
",4.39,"
      The Battle of the Labyrinth
",Fantasy,361,2008,35348
462,3.91,male,"Audrey Niffenegger
",3.96,"
      The Time Traveler's Wife
",Uncategorized,528,by,2453
463,3.94,male,"Katie Kacvinsky
",3.82,"
      First Comes Love
",Romance,198,2012,2554
464,3.97,female,"Lisa Schroeder
",4.0,"
      The Day Before
",Young,307,2011,2663
465,3.83,female,"Jennifer Echols
",4.01,"
      Endless Summer
",Young,587,2010,2688
466,4.17,female,"K.A. Tucker
",4.15,"
      Ten Tiny Breaths
",Young,262,2012,2728
467,3.95,female,"Keary Taylor
",3.96,"
      What I Didn't Say
",Young,336,2012,2773
468,4.3,male,"Ken Puddicombe
",4.3,"
      Racing With The Rain
",Uncategorized,407,2012,2892
469,4.02,female,"Corrine Jackson
",3.99,"
      If I Lie
",Young,276,2012,2970
470,4.12,male,"Tina Reber
",4.03,"
      Love Unscripted
",Romance,668,2010,3327
471,4.05,female,"Melina Marchetta
",4.13,"
      On the Jellicoe Road
",Young,290,2006,3384
472,4.06,female,"Cherrie Lynn
",4.09,"
      Rock Me
",Romance,280,2010,3457
473,4.31,male,"M.  Robinson
",4.26,"
      Forbid Me
",Romance,324,2015,3487
474,3.85,female,"Kirsten Hubbard
",3.91,"
      Wanderlove
",Young,338,2011,3550
475,4.17,female,"Jenny B. Jones
",4.07,"
      There You'll Find Me
",Young,320,2011,3580
476,3.89,female,"Miranda Kenneally
",3.88,"
      Stealing Parker
",Young,242,2012,3600
477,3.97,male,"Hannah Harrington
",3.96,"
      Saving June
",Young,336,2011,3702
478,3.82,male,"Kody Keplinger
",3.75,"
      Shut Out
",Young,273,2011,3828
479,3.82,male,"Trish Doller
",3.81,"
      Something like Normal
",Young,224,2012,3965
480,4.0,male,"Kirsty Moseley
",3.93,"
      The Boy Who Sneaks in My Bedroom Window
",Romance,242,2011,4016
481,4.14,female,"Samantha Towle
",4.18,"
      The Mighty Storm
",Romance,442,2012,4141
482,3.79,female,"Jenny Downham
",3.7,"
      You Against Me
",Young,413,2010,4174
483,4.01,female,"Amy Lichtenhan
",4.05,"
      Take This Regret
",Romance,296,2011,4210
484,4.05,female,"Tiffanie DeBartolo
",4.06,"
      How to Kill a Rock Star
",Romance,415,2005,4602
486,4.28,male,"Khaled Hosseini
",4.35,"
      A Thousand Splendid Suns
",Uncategorized,372,2007,4978
487,3.98,male,"Chelsea Fine
",3.83,"
      Sophie & Carter
",Young,117,2011,6829
488,3.85,female,"Cora Carmack
",3.75,"
      Losing It
",Contemporary,189,2012,7079
489,4.17,female,"Katherine Allred
",4.29,"
      The Sweet Gum Tree
",Romance,314,2005,8317
490,4.0,female,"Laura Kaye
",3.86,"
      Hearts in Darkness
",Romance,112,2011,8496
491,3.82,female,"Anne Eliot
",3.8,"
      Almost
",Young,366,2012,8873
492,3.71,female,"Claire LaZebnik
",3.74,"
      Epic Fail
",Young,295,2011,9429
493,4.08,female,"Morgan Matson
",4.02,"
      Amy & Roger's Epic Detour
",Young,344,2010,11325
494,3.96,female,"Emma Donoghue
",4.05,"
      Room
",Uncategorized,321,2010,12192
495,4.24,female,"S.C. Stephens
",4.36,"
      Effortless
",Romance,487,2011,12715
496,4.09,female,"Fisher Amelie
",3.91,"
      Callum & Harper
",Romance,256,2011,13029
497,3.94,female,"Cindy C. Bennett
",4.03,"
      Heart on a Chain
",Young,322,2010,13070
498,3.92,female,"Katie Klein
",3.91,"
      Cross My Heart
",Young,225,2011,15553
499,4.08,female,"Jojo Moyes
",4.26,"
      Me Before You
",Romance,369,2012,15848
500,4.03,female,"Tabitha Suzuma
",4.05,"
      Forbidden
",Young,418,2010,20523
501,4.18,female,"J.A. Redmerski
",4.25,"
      The Edge of Never
",Romance,426,2012,20772
502,3.95,female,"Huntley Fitzpatrick
",4.0,"
      My Life Next Door
",Young,394,2012,24688
503,3.94,male,"Jay Asher
",3.97,"
      Thirteen Reasons Why
",Young,288,2007,52405
530,4.05,male,"Brian Selznick
",4.24,"
      The Invention of Hugo Cabret
",Historical,525,2007,6861
566,4.06,female,"Alison Croggon
",4.0,"
      The Naming
",Fantasy,492,2002,2123
567,4.39,male,"Rebecca Nolen
",4.37,"
      The Dry
",Fantasy,252,2013,2192
568,4.03,male,"Katie Cross
",3.98,"
      Miss Mabel's School for Girls
",Fantasy,308,2014,2499
569,4.15,male,"Henry H. Neff
",4.02,"
      The Hound of Rowan
",Fantasy,421,2007,2518
570,4.07,male,"Peter S. Beagle
",4.18,"
      The Last Unicorn
",Fantasy,294,1968,2538
571,4.02,male,"James A. Owen
",3.87,"
      Here, There Be Dragons
",Fantasy,326,2006,2630
572,4.76,male,"Malcolm McCoard
",4.79,"
      Maya's Magical Adventures
",Fantasy,175,2017,2657
573,4.0,female,"Marion Zimmer Bradley
",4.12,"
      The Mists of Avalon
",Fantasy,884,1982,2712
574,4.23,male,"Tamora Pierce
",4.01,"
      Sandry's Book
",Fantasy,252,1997,2716
575,4.11,male,"Paul Stewart
",4.04,"
      Beyond the Deepwoods
",Fantasy,288,1998,2786
577,3.85,male,"P.B. Kerr
",3.76,"
      The Akhenaten Adventure
",Fantasy,384,2004,3050
578,4.05,female,"Mary  Stewart
",4.13,"
      The Crystal Cave
",Fantasy,494,1970,3119
579,4.05,male,"T.A. Barron
",3.98,"
      The Lost Years of Merlin
",Young,304,1996,3345
580,3.86,male,"Natalie Babbitt
",3.87,"
      Tuck Everlasting
",Fantasy,139,1975,3718
581,4.03,male,"T.H. White
",3.91,"
      The Sword in the Stone
",Fantasy,352,1938,3858
582,4.13,female,"Frances Hodgson Burnett
",4.19,"
      A Little Princess
",Classics,242,1905,4457
584,4.13,male,"D.J. MacHale
",3.94,"
      The Merchant of Death
",Young,375,2002,4689
586,3.96,male,"Lemony Snicket
",3.92,"
      The Bad Beginning
",Uncategorized,176,1999,5113
587,4.08,male,"David Eddings
",4.16,"
      Pawn of Prophecy
",Fantasy,304,1982,5201
590,4.05,male,"Anthony Horowitz
",3.98,"
      Stormbreaker
",Young,256,2000,6240
591,4.1,male,"Megan Whalen Turner
",3.9,"
      The Thief
",Fantasy,280,1996,6241
592,4.18,male,"Robert Jordan
",4.19,"
      The Eye of the World
",Fantasy,814,1990,6483
593,3.89,male,"Frank Beddor
",3.93,"
      The Looking Glass Wars
",Fantasy,364,2004,7149
594,4.05,male,"Garth Nix
",3.78,"
      Mister Monday
",Fantasy,384,2003,7736
595,4.06,male,"Brian Jacques
",4.12,"
      Redwall
",Fantasy,352,1986,8027
596,3.91,male,"Obert Skye
",3.72,"
      Leven Thumps and the Gateway to Foo
",Young,368,2005,8519
597,3.96,female,"Diane Duane
",3.82,"
      So You Want to Be a Wizard
",Fantasy,323,1983,9291
598,3.91,female,"Jenny Nimmo
",3.81,"
      Midnight for Charlie Bone
",Fantasy,416,2002,10056
599,4.21,male,"Michael Ende
",4.18,"
      The Neverending Story
",Fantasy,396,1979,10762
600,4.06,male,"Lloyd Alexander
",4.0,"
      The Book of Three
",Fantasy,190,1964,11260
601,4.32,male,"John Flanagan
",4.22,"
      The Ruins of Gorlan
",Fantasy,249,2004,12357
602,3.97,male,"L. Frank Baum
",3.98,"
      The Wonderful Wizard of Oz
",Classics,154,1900,12936
603,4.48,male,"Patrick Rothfuss
",4.55,"
      The Name of the Wind
",Fantasy,662,2007,13781
604,4.25,male,"William Goldman
",4.26,"
      The Princess Bride
",Fantasy,398,1973,15196
605,4.2,male,"Trenton Lee Stewart
",4.15,"
      The Mysterious Benedict Society
",Thriller,485,2007,15286
606,3.98,male,"Dave Barry
",4.02,"
      Peter and the Starcatchers
",Fantasy,452,2004,15741
607,3.95,female,"Katherine Paterson
",3.99,"
      Bridge to Terabithia
",Young,128,1977,16100
609,4.04,male,"Michael Scott
",3.84,"
      The Alchemyst
",Fantasy,390,2007,22449
610,3.78,female,"Jeanne DuPrau
",3.86,"
      The City of Ember
",Young,270,by,23150
611,4.1,female,"Diana Wynne Jones
",4.3,"
      Howl's Moving Castle
",Fantasy,329,1986,24330
612,4.02,female,"Madeleine L'Engle
",4.02,"
      A Wrinkle in Time
",Fantasy,211,1962,29378
613,4.14,male,"Jonathan Stroud
",4.01,"
      The Amulet of Samarkand
",Fantasy,462,2003,29652
614,3.99,female,"Angie Sage
",3.81,"
      Magyk
",Fantasy,564,2005,31238
615,4.22,female,"Becky Albertalli
",3.99,"
      Leah on the Offbeat
",Young,343,2018,2174
620,3.72,female,"Lauren Myracle
",3.83,"
      Shine
",Young,350,2011,2430
621,4.13,male,"John  Goode
",3.88,"
      Maybe With a Chance of Certainty
",Romance,98,2011,2431
624,3.88,female,"Carol Plum-Ucci
",4.04,"
      What Happened to Lani Garver
",Young,336,2002,2851
625,3.68,female,"Ellen Wittlinger
",3.74,"
      Hard Love
",Young,256,1999,2867
630,3.78,female,"Hannah Moskowitz
",3.82,"
      Teeth
",Young,288,2013,3431
632,3.73,male,"Peter Cameron
",3.69,"
      Someday This Pain Will Be Useful to You
",Young,229,2007,3566
634,4.08,male,"Adam Silvera
",4.09,"
      History Is All You Left Me
",Young,320,2017,4450
635,3.8,female,"Francesca Lia Block
",3.74,"
      Weetzie Bat
",Young,128,1989,4456
636,4.13,male,"Steve Kluger
",4.04,"
      My Most Excellent Year
",Young,403,2008,5040
647,4.16,female,"Mackenzi Lee
",4.15,"
      The Gentleman's Guide to Vice and Virtue
",Historical,513,2017,13834
650,4.32,female,"Madeline Miller
",4.31,"
      The Song of Achilles
",Historical,352,2011,18511
653,4.23,female,"Lenora Henson
",3.84,"
      The Wicked Garden
",Horror,310,2013,1573
656,3.76,female,"Jo Walton
",3.69,"
      Among Others
",Fantasy,304,2011,1745
657,3.81,male,"Alice Hoffman
",3.68,"
      Here on Earth
",Uncategorized,336,1997,1799
660,3.96,male,"Ransom Riggs
",3.91,"
      Miss Peregrine's Home for Peculiar Children
",Fantasy,352,2011,1909
661,3.95,female,"Isabel Allende
",3.97,"
      The Stories of Eva Luna
",Uncategorized,352,1988,2001
663,4.23,male,"Julio Cortázar
",4.28,"
      Cronopios and Famas
",Uncategorized,162,1962,2056
664,3.95,female,"Angela Carter
",3.87,"
      The Magic Toyshop
",Uncategorized,200,1967,2320
665,3.75,male,"Robin Sloan
",3.75,"
      Mr. Penumbra's 24-Hour Bookstore
",Uncategorized,288,2012,2387
667,3.76,male,"Erick Setiawan
",3.76,"
      Of Bees and Mist
",Uncategorized,404,2009,2482
670,4.06,male,"Milorad Pavić
",4.16,"
      Dictionary of the Khazars (Male Edition)
",Fantasy,354,1983,2738
672,4.03,male,"Hermann Hesse
",4.12,"
      Steppenwolf
",Uncategorized,218,1927,2808
673,3.39,female,"Téa Obreht
",3.38,"
      The Tiger's Wife
",Uncategorized,338,2011,2961
675,3.96,male,"Gabriel García Márquez
",3.59,"
      Memories of My Melancholy Whores
",Uncategorized,115,2004,3593
677,3.66,male,"Daniel Wallace
",3.65,"
      Big Fish
",Uncategorized,192,1998,3859
678,4.02,male,"Luis Alberto Urrea
",4.17,"
      The Hummingbird's Daughter
",Historical,528,2005,3990
680,4.12,male,"Carlos Ruiz Zafón
",3.89,"
      The Angel's Game
",Uncategorized,531,2008,4584
681,3.83,male,"Günter Grass
",3.96,"
      The Tin Drum
",Uncategorized,580,1959,5020
682,4.04,female,"Leslye Walton
",4.12,"
      The Strange and Beautiful Sorrows of Ava Lavender
",Young,301,2014,5271
684,3.99,female,"Eowyn Ivey
",3.97,"
      The Snow Child
",Uncategorized,386,2012,5833
686,3.77,male,"Rudolfo Anaya
",3.76,"
      Bless Me, Ultima
",Uncategorized,290,1972,6084
687,3.85,female,"Jeanette Winterson
",4.11,"
      The Passion
",Uncategorized,176,1987,6452
689,4.04,male,"Italo Calvino
",4.07,"
      If on a Winter's Night a Traveler
",Uncategorized,260,1979,6590
690,3.82,male,"John Crowley
",3.83,"
      Little, Big
",Fantasy,538,1981,6871
691,4.11,female,"Helene Wecker
",4.11,"
      The Golem and the Jinni
",Fantasy,486,2013,7578
692,3.88,male,"Junot Díaz
",3.9,"
      The Brief Wondrous Life of Oscar Wao
",Uncategorized,335,2007,8068
693,3.74,male,"Mark Helprin
",3.5,"
      Winter's Tale
",Uncategorized,748,1983,8583
694,3.88,male,"Yann Martel
",3.89,"
      Life of Pi
",Uncategorized,460,2001,9863
695,4.2,female,"Ki Longfellow
",4.23,"
      Houdini Heart
",Horror,254,2011,10455
696,3.97,male,"Jonathan Safran Foer
",3.9,"
      Everything Is Illuminated
",Uncategorized,276,2002,11227
698,4.32,male,"Jorge Luis Borges
",4.46,"
      Ficciones
",Uncategorized,174,1944,13956
699,4.04,female,"Erin Morgenstern
",4.04,"
      The Night Circus
",Fantasy,387,2011,20642
700,4.25,male,"Mikhail Bulgakov
",4.31,"
      The Master and Margarita
",Uncategorized,373,1967,34430
701,3.92,female,"Laura Esquivel
",3.94,"
      Like Water for Chocolate
",Uncategorized,224,1989,46223
702,4.22,female,"Pepper Winters
",4.21,"
      Unseen Messages
",Romance,590,2016,4615
703,4.31,female,"Amy Harmon
",4.4,"
      From Sand and Ash
",Historical,386,2016,4767
704,4.2,male,"Madeline Sheehan
",4.47,"
      Undeserving
",Romance,341,2017,4772
705,4.26,male,"Brittainy C. Cherry
",4.11,"
      The Fire Between High & Lo
",Romance,324,2016,4774
706,4.23,female,"Aleatha Romig
",4.4,"
      Cunning
",Romance,326,2016,4823
707,4.18,female,"Kristen Proby
",4.04,"
      Listen to Me
",Romance,336,2016,4846
708,4.03,female,"Katie Ashley
",4.03,"
      Last Mile
",Romance,336,2016,4884
709,4.18,male,"Tijan
",4.43,"
      Fallen Crest Home
",Romance,300,2017,4947
710,3.98,female,"Julia Quinn
",3.87,"
      Because of Miss Bridgerton
",Romance,375,2016,5392
711,4.28,female,"Darynda Jones
",4.34,"
      The Dirt on Ninth Grave
",Fantasy,352,2016,5641
712,4.14,female,"Vi Keeland
",4.13,"
      Stuck-Up Suit
",Romance,245,2016,5921
713,4.06,female,"Renee Carlino
",4.14,"
      Swear on This Life
",Romance,320,2016,6087
715,4.23,female,"Aly Martinez
",4.48,"
      Fighting Solitude
",Romance,340,2016,6370
717,4.12,male,"Leisa Rayven
",4.26,"
      Wicked Heart
",Romance,304,2016,6813
718,4.17,female,"L.A. Casey
",4.29,"
      Ryder
",Romance,316,2016,6834
719,4.16,female,"Claudia Connor
",4.25,"
      Worth It All
",Romance,264,2016,6956
720,4.18,female,"Aurora Rose Reynolds
",4.17,"
      Until June
",Romance,244,2016,7398
721,4.11,female,"Lisa Renee Jones
",4.32,"
      Demand
",Romance,320,2016,7868
722,4.09,female,"Sawyer Bennett
",4.09,"
      Sugar Daddy
",Romance,270,2016,8142
723,4.06,female,"Karina Halle
",3.9,"
      The Lie
",Romance,292,2016,9161
725,4.12,female,"Penny Reid
",4.18,"
      Happily Ever Ninja
",Romance,308,2016,9394
726,4.23,female,"Jodi Ellen Malpas
",3.87,"
      The Protector
",Romance,384,2016,9775
728,4.2,female,"R.K. Lilley
",4.08,"
      Breaking Her
",Romance,324,2016,10358
729,4.21,male,"Krista Ritchie
",4.18,"
      Infini
",Young,465,2017,10881
731,4.14,female,"Jay Crownover
",4.07,"
      Charged
",Romance,361,2016,11709
732,4.1,female,"Penelope Ward
",4.05,"
      RoomHate
",Romance,280,2016,14547
734,4.18,female,"Joanna Wylde
",3.99,"
      Reaper's Fire
",Romance,384,2016,15904
735,4.24,male,"Mia Sheridan
",3.7,"
      Midnight Lily
",Romance,242,2016,16106
736,4.13,female,"Belle Aurora
",4.28,"
      Dirty
",Horror,393,2016,16892
737,4.35,female,"T.M. Frazier
",4.43,"
      Soulless
",Romance,276,2016,17843
738,4.11,male,"Christina Lauren
",4.22,"
      Wicked Sexy Liar
",Romance,384,2016,18420
739,4.13,female,"Elle Kennedy
",4.05,"
      The Goal
",Young,350,2016,20787
741,4.11,female,"Emma Chase
",4.15,"
      Appealed
",Romance,288,2016,22726
742,4.13,male,"Kylie Scott
",3.9,"
      Dirty
",Romance,275,2016,26331
743,3.95,male,"Sharon Creech
",3.96,"
      Walk Two Moons
",Young,280,1994,3104
